image_name,label,filepath,label_id
24600.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24600.jpg,1
7.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\7.jpg,0
23651.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\23651.jpg,1
8423.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8423.jpg,0
2943.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\2943.jpg,0
18743.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18743.jpg,1
24591.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24591.jpg,1
20697.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20697.jpg,1
18388.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18388.jpg,1
19812.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19812.jpg,1
1483.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1483.jpg,0
7683.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\7683.jpg,0
5670.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5670.jpg,0
5838.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5838.jpg,0
20711.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20711.jpg,1
19631.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19631.jpg,1
12804.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\12804.jpg,1
20163.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20163.jpg,1
9903.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9903.jpg,0
13655.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13655.jpg,1
24127.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24127.jpg,1
18567.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18567.jpg,1
12724.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\12724.jpg,1
23253.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\23253.jpg,1
8221.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8221.jpg,0
13888.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13888.jpg,1
19115.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19115.jpg,1
15252.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15252.jpg,1
16031.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16031.jpg,1
4750.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4750.jpg,0
15813.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15813.jpg,1
4590.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4590.jpg,0
29.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\29.jpg,0
21563.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21563.jpg,1
5439.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5439.jpg,0
7248.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\7248.jpg,0
1580.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1580.jpg,0
5178.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5178.jpg,0
13405.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13405.jpg,1
3096.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\3096.jpg,0
18907.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18907.jpg,1
5090.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5090.jpg,0
20735.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20735.jpg,1
20382.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20382.jpg,1
4290.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4290.jpg,0
21999.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21999.jpg,1
21986.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21986.jpg,1
24746.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24746.jpg,1
24296.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24296.jpg,1
13831.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13831.jpg,1
22197.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22197.jpg,1
16110.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16110.jpg,1
7243.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\7243.jpg,0
16385.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16385.jpg,1
14127.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14127.jpg,1
2997.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\2997.jpg,0
13759.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13759.jpg,1
2308.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\2308.jpg,0
19961.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19961.jpg,1
13821.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13821.jpg,1
5040.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5040.jpg,0
22146.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22146.jpg,1
9524.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9524.jpg,0
3493.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\3493.jpg,0
19220.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19220.jpg,1
22720.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22720.jpg,1
23187.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\23187.jpg,1
24420.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24420.jpg,1
21883.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21883.jpg,1
12250.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\12250.jpg,0
23364.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\23364.jpg,1
22658.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22658.jpg,1
11578.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\11578.jpg,0
9218.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9218.jpg,0
15590.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15590.jpg,1
12524.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\12524.jpg,1
15581.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15581.jpg,1
881.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\881.jpg,0
1054.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1054.jpg,0
19121.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19121.jpg,1
1838.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1838.jpg,0
15771.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15771.jpg,1
2175.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\2175.jpg,0
10087.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\10087.jpg,0
15599.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15599.jpg,1
21497.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21497.jpg,1
16209.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16209.jpg,1
1896.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1896.jpg,0
20035.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20035.jpg,1
22345.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22345.jpg,1
18226.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18226.jpg,1
17086.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\17086.jpg,1
23193.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\23193.jpg,1
6182.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6182.jpg,0
5668.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5668.jpg,0
20526.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20526.jpg,1
4757.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4757.jpg,0
878.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\878.jpg,0
18348.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18348.jpg,1
5358.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5358.jpg,0
15883.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15883.jpg,1
14626.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14626.jpg,1
6351.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6351.jpg,0
9156.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9156.jpg,0
15050.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15050.jpg,1
13315.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13315.jpg,1
22875.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22875.jpg,1
10283.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\10283.jpg,0
16879.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16879.jpg,1
12192.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\12192.jpg,0
21876.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21876.jpg,1
2341.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\2341.jpg,0
13226.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13226.jpg,1
19217.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19217.jpg,1
382.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\382.jpg,0
19236.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19236.jpg,1
623.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\623.jpg,0
7117.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\7117.jpg,0
20079.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20079.jpg,1
15132.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15132.jpg,1
22338.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22338.jpg,1
207.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\207.jpg,0
6715.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6715.jpg,0
12603.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\12603.jpg,1
14134.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14134.jpg,1
3138.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\3138.jpg,0
911.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\911.jpg,0
11995.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\11995.jpg,0
3888.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\3888.jpg,0
367.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\367.jpg,0
10992.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\10992.jpg,0
6362.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6362.jpg,0
20905.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20905.jpg,1
20356.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20356.jpg,1
6578.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6578.jpg,0
14856.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14856.jpg,1
12627.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\12627.jpg,1
2906.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\2906.jpg,0
9950.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9950.jpg,0
10591.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\10591.jpg,0
21634.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21634.jpg,1
2242.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\2242.jpg,0
5541.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5541.jpg,0
18526.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18526.jpg,1
21373.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21373.jpg,1
8200.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8200.jpg,0
793.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\793.jpg,0
16814.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16814.jpg,1
692.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\692.jpg,0
9030.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9030.jpg,0
4990.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4990.jpg,0
13944.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13944.jpg,1
2226.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\2226.jpg,0
1707.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1707.jpg,0
1853.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1853.jpg,0
17383.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\17383.jpg,1
3163.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\3163.jpg,0
9040.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9040.jpg,0
18450.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18450.jpg,1
19206.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19206.jpg,1
4729.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4729.jpg,0
14729.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14729.jpg,1
23771.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\23771.jpg,1
490.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\490.jpg,0
8783.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8783.jpg,0
11972.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\11972.jpg,0
22790.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22790.jpg,1
8614.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8614.jpg,0
7886.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\7886.jpg,0
6819.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6819.jpg,0
708.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\708.jpg,0
19009.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19009.jpg,1
5189.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5189.jpg,0
22087.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22087.jpg,1
7487.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\7487.jpg,0
21466.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21466.jpg,1
20476.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20476.jpg,1
16947.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16947.jpg,1
22854.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22854.jpg,1
5019.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5019.jpg,0
10218.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\10218.jpg,0
20978.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20978.jpg,1
12641.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\12641.jpg,1
18528.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18528.jpg,1
8550.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8550.jpg,0
17682.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\17682.jpg,1
18139.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18139.jpg,1
3596.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\3596.jpg,0
6553.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6553.jpg,0
9074.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9074.jpg,0
17687.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\17687.jpg,1
522.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\522.jpg,0
6732.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6732.jpg,0
732.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\732.jpg,0
9700.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9700.jpg,0
10570.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\10570.jpg,0
24806.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24806.jpg,1
4480.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4480.jpg,0
9956.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9956.jpg,0
18241.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18241.jpg,1
10847.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\10847.jpg,0
17087.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\17087.jpg,1
21030.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21030.jpg,1
4528.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4528.jpg,0
21325.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21325.jpg,1
1842.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1842.jpg,0
21483.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21483.jpg,1
23040.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\23040.jpg,1
14277.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14277.jpg,1
11649.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\11649.jpg,0
20740.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20740.jpg,1
17658.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\17658.jpg,1
19002.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19002.jpg,1
6467.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6467.jpg,0
9563.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9563.jpg,0
3925.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\3925.jpg,0
15768.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15768.jpg,1
20581.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20581.jpg,1
5039.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5039.jpg,0
21405.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21405.jpg,1
12472.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\12472.jpg,0
14879.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14879.jpg,1
5538.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5538.jpg,0
24624.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24624.jpg,1
19662.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19662.jpg,1
24733.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24733.jpg,1
22133.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22133.jpg,1
17181.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\17181.jpg,1
22044.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22044.jpg,1
22153.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22153.jpg,1
9296.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9296.jpg,0
11270.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\11270.jpg,0
18073.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18073.jpg,1
9418.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9418.jpg,0
15541.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15541.jpg,1
1269.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1269.jpg,0
13854.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13854.jpg,1
21360.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21360.jpg,1
13462.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13462.jpg,1
3492.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\3492.jpg,0
5963.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5963.jpg,0
10949.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\10949.jpg,0
22389.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22389.jpg,1
16185.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16185.jpg,1
4900.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4900.jpg,0
5649.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5649.jpg,0
11190.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\11190.jpg,0
6551.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6551.jpg,0
20073.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20073.jpg,1
24237.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24237.jpg,1
22327.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22327.jpg,1
17565.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\17565.jpg,1
11250.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\11250.jpg,0
20945.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20945.jpg,1
8964.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8964.jpg,0
8844.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8844.jpg,0
5223.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5223.jpg,0
7237.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\7237.jpg,0
19012.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\19012.jpg,1
14063.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14063.jpg,1
13946.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13946.jpg,1
16458.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16458.jpg,1
21846.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21846.jpg,1
21884.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21884.jpg,1
20406.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20406.jpg,1
24004.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24004.jpg,1
5525.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5525.jpg,0
14165.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14165.jpg,1
23221.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\23221.jpg,1
1583.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1583.jpg,0
4718.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4718.jpg,0
15063.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15063.jpg,1
13543.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\13543.jpg,1
14923.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14923.jpg,1
11200.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\11200.jpg,0
15673.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15673.jpg,1
22729.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22729.jpg,1
21346.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21346.jpg,1
5211.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5211.jpg,0
14212.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14212.jpg,1
22068.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22068.jpg,1
18874.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18874.jpg,1
16136.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16136.jpg,1
5793.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5793.jpg,0
3461.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\3461.jpg,0
8850.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8850.jpg,0
882.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\882.jpg,0
18527.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18527.jpg,1
24270.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24270.jpg,1
22824.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22824.jpg,1
4136.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4136.jpg,0
12988.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\12988.jpg,1
6379.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6379.jpg,0
20958.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20958.jpg,1
14953.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\14953.jpg,1
22761.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22761.jpg,1
15854.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15854.jpg,1
15693.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15693.jpg,1
4016.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4016.jpg,0
15170.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15170.jpg,1
775.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\775.jpg,0
21399.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21399.jpg,1
15875.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\15875.jpg,1
21049.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\21049.jpg,1
5403.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5403.jpg,0
8700.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8700.jpg,0
2250.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\2250.jpg,0
1224.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1224.jpg,0
5537.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\5537.jpg,0
20239.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20239.jpg,1
8807.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\8807.jpg,0
12827.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\12827.jpg,1
16426.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16426.jpg,1
20121.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20121.jpg,1
6188.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\6188.jpg,0
249.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\249.jpg,0
16524.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16524.jpg,1
4930.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4930.jpg,0
20528.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20528.jpg,1
2917.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\2917.jpg,0
23206.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\23206.jpg,1
20696.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20696.jpg,1
9393.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\9393.jpg,0
11084.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\11084.jpg,0
24574.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\24574.jpg,1
981.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\981.jpg,0
22677.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\22677.jpg,1
20521.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\20521.jpg,1
4382.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\4382.jpg,0
16950.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\16950.jpg,1
1877.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\1877.jpg,0
7538.jpg,cat,C:\Users\gpoke\catsdogs\dataset\images\7538.jpg,0
18594.jpg,dog,C:\Users\gpoke\catsdogs\dataset\images\18594.jpg,1
